onset	duration	participant	experiment_name	block_order	video_list	trial_type	prop_correct
0.0	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	rest	0.75
26.016000000000005	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
52.06400000000001	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
78.107	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
104.14	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
130.18099999999998	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
156.223	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
182.271	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
208.317	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
234.36	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	rest	0.75
260.373	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
286.41900000000004	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
312.463	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
338.50600000000003	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
364.549	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
390.599	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
416.645	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	physics	0.75
442.685	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	social	0.75
468.73	26	SAXE_NES2_s018b	DOTSloc_Exp2	1	2	rest	0.75
