filename	acq_time	operator	randstr	MotionExclusion	MeanFD	RepeatSubjectExclusion	OtherExclusion	OtherExclusionReason
anat/sub-SAXNES2s012_T1w.nii.gz	2000-01-01T00:00:00	shari	6473e448	False	n/a	False	False	n/a
func/sub-SAXNES2s012_task-VOE_run-001_bold.nii.gz	2000-01-01T00:00:01	shari	7ddab06f	False	0.1423459063148325	False	False	n/a
func/sub-SAXNES2s012_task-spWM_run-001_bold.nii.gz	2000-01-01T00:00:02	shari	b1ebe4db	False	0.1533323858932735	False	False	n/a
func/sub-SAXNES2s012_task-VOE_run-002_bold.nii.gz	2000-01-01T00:00:03	shari	0ad77be0	False	0.1423712697956937	False	False	n/a
func/sub-SAXNES2s012_task-DOTS_run-001_bold.nii.gz	2000-01-01T00:00:04	shari	d4c6d983	False	0.1403720361983805	False	False	n/a
func/sub-SAXNES2s012_task-Motion_run-001_bold.nii.gz	2000-01-01T00:00:05	shari	dfb6a96a	False	0.1296402054191176	False	False	n/a
func/sub-SAXNES2s012_task-VOE_run-003_bold.nii.gz	2000-01-01T00:00:06	shari	274353ce	False	0.1208121952593301	False	False	n/a
func/sub-SAXNES2s012_task-spWM_run-002_bold.nii.gz	2000-01-01T00:00:07	shari	ac48b7cb	False	0.1376317607710313	False	False	n/a
func/sub-SAXNES2s012_task-VOE_run-004_bold.nii.gz	2000-01-01T00:00:08	shari	5acd1047	False	0.1462931656095693	False	False	n/a
func/sub-SAXNES2s012_task-DOTS_run-002_bold.nii.gz	2000-01-01T00:00:09	shari	d7031b8b	False	0.1239880269028339	False	False	n/a
func/sub-SAXNES2s012_task-Motion_run-002_bold.nii.gz	2000-01-01T00:00:10	shari	beda6779	False	0.1402601346389705	False	False	n/a
