onset	duration	participant	experiment_name	block_order	video_list	trial_type	prop_correct
0.0	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	rest	0.8125
26.014	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
52.037000000000006	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
78.06	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
104.09	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
130.116	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
156.14499999999998	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
182.166	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
208.195	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
234.219	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	rest	0.8125
260.226	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
286.253	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
312.279	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
338.31	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
364.337	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
390.358	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
416.389	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	physics	0.8125
442.42	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	social	0.8125
468.4450000000001	26	SAXE_NES2_s030	DOTSloc_Exp2	1	2	rest	0.8125
