onset	duration	participant	experiment_name	block_order	video_list	trial_type	prop_correct
0.0	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	rest	0.75
26.015	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
52.044	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
78.074	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
104.102	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
130.13	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
156.16	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
182.188	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
208.217	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
234.234	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	rest	0.75
260.244	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
286.273	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
312.304	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
338.331	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
364.362	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
390.39200000000005	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
416.419	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	physics	0.75
442.443	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	social	0.75
468.469	26	SAXE_NES2_s010	DOTSloc_Exp2	1	2	rest	0.75
