onset	duration	participant	experiment_name	block_order	video_list	trial_type	prop_correct
0.0	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	rest	0.5625
26.014	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
52.057	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
78.10499999999999	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
104.153	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
130.196	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
156.24	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
182.288	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
208.336	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
234.379	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	rest	0.5625
260.391	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
286.439	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
312.487	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
338.534	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
364.575	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
390.607	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
416.652	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	physics	0.5625
442.684	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	social	0.5625
468.72	26	SAXE_NES2_s029	DOTSloc_Exp2	1	1	rest	0.5625
