onset	duration	participant	experiment_name	block_order	video_list	trial_type	prop_correct
0.0	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	rest	0.875
26.016	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
52.063	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
78.111	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
104.147	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
130.181	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
156.223	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
182.27	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
208.318	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
234.358	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	rest	0.875
260.372	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
286.422	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
312.47	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
338.506	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
364.542	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
390.582	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
416.63	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	physics	0.875
442.678	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	social	0.875
468.721	26	SAXE_NES2_s025	DOTSloc_Exp2	1	1	rest	0.875
